
[TRAIN] Epoch: 1, Accuracy: 0.19396, Error: 0.80604, Loss: 2.3683500370788573, Time elapsed: 0:01:45
[TEST] Epoch: 1, Accuracy: 0.3017, Error: 0.6983, Loss: 1.8050750625610352, Time elapsed: 0:00:15

[TRAIN] Epoch: 2, Accuracy: 0.31516, Error: 0.68484, Loss: 1.8135886682891846, Time elapsed: 0:01:45
[TEST] Epoch: 2, Accuracy: 0.4266, Error: 0.5734, Loss: 1.5124685247421266, Time elapsed: 0:00:15

[TRAIN] Epoch: 3, Accuracy: 0.4065, Error: 0.5935, Loss: 1.6015075640106202, Time elapsed: 0:01:45
[TEST] Epoch: 3, Accuracy: 0.5049, Error: 0.4951, Loss: 1.3497796825408936, Time elapsed: 0:00:15

[TRAIN] Epoch: 4, Accuracy: 0.49162, Error: 0.50838, Loss: 1.380605061225891, Time elapsed: 0:01:45
[TEST] Epoch: 4, Accuracy: 0.5775, Error: 0.4225, Loss: 1.1698459735870361, Time elapsed: 0:00:15

[TRAIN] Epoch: 5, Accuracy: 0.56648, Error: 0.43352, Loss: 1.2053410054397582, Time elapsed: 0:01:45
[TEST] Epoch: 5, Accuracy: 0.6401, Error: 0.3599, Loss: 1.0468381788253784, Time elapsed: 0:00:15

[TRAIN] Epoch: 6, Accuracy: 0.6229, Error: 0.3771, Loss: 1.0711790257263183, Time elapsed: 0:01:45
[TEST] Epoch: 6, Accuracy: 0.6757, Error: 0.3243, Loss: 0.9372587743759155, Time elapsed: 0:00:15

[TRAIN] Epoch: 7, Accuracy: 0.65676, Error: 0.34324, Loss: 0.9724966539382934, Time elapsed: 0:01:45
[TEST] Epoch: 7, Accuracy: 0.7021, Error: 0.2979, Loss: 0.853551694202423, Time elapsed: 0:00:15

[TRAIN] Epoch: 8, Accuracy: 0.6864, Error: 0.3136, Loss: 0.8976618873596192, Time elapsed: 0:01:45
[TEST] Epoch: 8, Accuracy: 0.7462, Error: 0.2538, Loss: 0.7363466813087464, Time elapsed: 0:00:15

[TRAIN] Epoch: 9, Accuracy: 0.7131, Error: 0.2869, Loss: 0.8239733755111694, Time elapsed: 0:01:45
[TEST] Epoch: 9, Accuracy: 0.7487, Error: 0.2513, Loss: 0.7315993344306946, Time elapsed: 0:00:15

[TRAIN] Epoch: 10, Accuracy: 0.73096, Error: 0.26904, Loss: 0.7737375563049317, Time elapsed: 0:01:45
[TEST] Epoch: 10, Accuracy: 0.7698, Error: 0.2302, Loss: 0.6763238008499145, Time elapsed: 0:00:15

[TRAIN] Epoch: 11, Accuracy: 0.7494, Error: 0.2506, Loss: 0.7296607892608643, Time elapsed: 0:01:45
[TEST] Epoch: 11, Accuracy: 0.7794, Error: 0.2206, Loss: 0.6443606065750123, Time elapsed: 0:00:15

[TRAIN] Epoch: 12, Accuracy: 0.76204, Error: 0.23796, Loss: 0.6868963060379029, Time elapsed: 0:01:45
[TEST] Epoch: 12, Accuracy: 0.7881, Error: 0.2119, Loss: 0.6176593381881714, Time elapsed: 0:00:15

[TRAIN] Epoch: 13, Accuracy: 0.77482, Error: 0.22518, Loss: 0.6544408975028991, Time elapsed: 0:01:45
[TEST] Epoch: 13, Accuracy: 0.7867, Error: 0.2133, Loss: 0.6259633843421936, Time elapsed: 0:00:15

[TRAIN] Epoch: 14, Accuracy: 0.78318, Error: 0.21682, Loss: 0.6302709037590026, Time elapsed: 0:01:45
[TEST] Epoch: 14, Accuracy: 0.7999, Error: 0.2001, Loss: 0.573635629081726, Time elapsed: 0:00:15

