Minibatch 1: 0.00%, Time elapsed: 0:00:04
Minibatch 2: 0.00%, Time elapsed: 0:00:03
Minibatch 3: 0.00%, Time elapsed: 0:00:06
Minibatch 4: 0.00%, Time elapsed: 0:00:03
Minibatch 5: 0.00%, Time elapsed: 0:00:06
Minibatch 6: 0.00%, Time elapsed: 0:00:05
Minibatch 7: 0.00%, Time elapsed: 0:00:05
Minibatch 8: 0.00%, Time elapsed: 0:00:03
Minibatch 9: 0.00%, Time elapsed: 0:00:03
Minibatch 10: 0.00%, Time elapsed: 0:00:03
Robustness Accuracy: 0.00%, Total time elapsed: 0:00:42
