
[TRAIN] Epoch: 1, Accuracy: 0.17040009828412303, Error: 0.8295999017158769, Loss: 2.328392588008652, Time elapsed: 0:07:43
[TRAIN] Epoch: 60, Accuracy: 0.996601007412261, Error: 0.0033989925877390558, Loss: 0.011181186568397266, Time elapsed: 0:07:41
[TEST] Epoch: 60, Accuracy: 0.953979717271051, Error: 0.04602028272894899, Loss: 0.282549545159718, Time elapsed: 0:02:00

[TRAIN] Epoch: 61, Accuracy: 0.9969013200103745, Error: 0.0030986799896255647, Loss: 0.00983215809381912, Time elapsed: 0:07:41
[TEST] Epoch: 61, Accuracy: 0.9541333743085433, Error: 0.04586662569145667, Loss: 0.2831625059549253, Time elapsed: 0:02:00

[TRAIN] Epoch: 62, Accuracy: 0.996628308557544, Error: 0.003371691442456011, Loss: 0.010417768644374392, Time elapsed: 0:07:41
[TEST] Epoch: 62, Accuracy: 0.9537492317148125, Error: 0.04625076828518746, Loss: 0.2902869462369316, Time elapsed: 0:02:00

[TRAIN] Epoch: 63, Accuracy: 0.9973790900528278, Error: 0.002620909947172284, Loss: 0.009264096038833703, Time elapsed: 0:07:40
[TEST] Epoch: 63, Accuracy: 0.9534419176398279, Error: 0.046558082360172094, Loss: 0.2904294226971153, Time elapsed: 0:02:00

[TRAIN] Epoch: 64, Accuracy: 0.9970378257367897, Error: 0.0029621742632103417, Loss: 0.009389876577362073, Time elapsed: 0:07:41
[TEST] Epoch: 64, Accuracy: 0.9529041180086048, Error: 0.04709588199139521, Loss: 0.2927157906534925, Time elapsed: 0:02:00

[TRAIN] Epoch: 65, Accuracy: 0.9974336923433939, Error: 0.0025663076566061946, Loss: 0.00874777741193581, Time elapsed: 0:07:41
[TEST] Epoch: 65, Accuracy: 0.954479102642901, Error: 0.04552089735709895, Loss: 0.2906277730154273, Time elapsed: 0:02:00

[TRAIN] Epoch: 66, Accuracy: 0.9977340049415073, Error: 0.002265995058492704, Loss: 0.008069233182474864, Time elapsed: 0:07:41
[TEST] Epoch: 66, Accuracy: 0.9548248309772588, Error: 0.04517516902274124, Loss: 0.2871690223608269, Time elapsed: 0:02:00

[TRAIN] Epoch: 67, Accuracy: 0.997542896924526, Error: 0.0024571030754740163, Loss: 0.008177538752714672, Time elapsed: 0:07:40
[TEST] Epoch: 67, Accuracy: 0.9533266748617086, Error: 0.04667332513829133, Loss: 0.29633733038530075, Time elapsed: 0:02:00

[TRAIN] Epoch: 68, Accuracy: 0.9975838486424505, Error: 0.0024161513575494493, Loss: 0.008241478985480655, Time elapsed: 0:07:41
[TEST] Epoch: 68, Accuracy: 0.9542102028272895, Error: 0.04578979717271051, Loss: 0.2931052213780852, Time elapsed: 0:02:00

[TRAIN] Epoch: 69, Accuracy: 0.9978705106679225, Error: 0.0021294893320774806, Loss: 0.007606290974495789, Time elapsed: 0:07:41
[TEST] Epoch: 69, Accuracy: 0.9541333743085433, Error: 0.04586662569145667, Loss: 0.2960636352006284, Time elapsed: 0:02:00

[TRAIN] Epoch: 70, Accuracy: 0.9976930532235827, Error: 0.0023069467764172706, Loss: 0.007314476853010965, Time elapsed: 0:07:41
[TEST] Epoch: 70, Accuracy: 0.9543638598647818, Error: 0.045636140135218196, Loss: 0.2945272351838946, Time elapsed: 0:02:00

[TRAIN] Epoch: 71, Accuracy: 0.9977886072320734, Error: 0.0022113927679266146, Loss: 0.007105840297692947, Time elapsed: 0:07:41
[TEST] Epoch: 71, Accuracy: 0.9537108174554395, Error: 0.04628918254456054, Loss: 0.2962734279049344, Time elapsed: 0:02:00

[TRAIN] Epoch: 72, Accuracy: 0.997856860095281, Error: 0.002143139904719003, Loss: 0.006862831670215364, Time elapsed: 0:07:41
[TEST] Epoch: 72, Accuracy: 0.9540565457897972, Error: 0.04594345421020283, Loss: 0.30251607275040254, Time elapsed: 0:02:00

[TRAIN] Epoch: 73, Accuracy: 0.998198124411319, Error: 0.0018018755886809452, Loss: 0.006617493370645603, Time elapsed: 0:07:41
[TEST] Epoch: 73, Accuracy: 0.9548632452366318, Error: 0.04513675476336816, Loss: 0.30250416171279654, Time elapsed: 0:02:00

[TRAIN] Epoch: 74, Accuracy: 0.9978159083773565, Error: 0.00218409162264357, Loss: 0.0066447683104308205, Time elapsed: 0:07:41
[TEST] Epoch: 74, Accuracy: 0.9545175169022742, Error: 0.04548248309772587, Loss: 0.3038414092099073, Time elapsed: 0:02:00

[TRAIN] Epoch: 75, Accuracy: 0.9979933658216962, Error: 0.00200663417830378, Loss: 0.0069807298317889075, Time elapsed: 0:07:41
[TEST] Epoch: 75, Accuracy: 0.9532498463429625, Error: 0.04675015365703749, Loss: 0.3112752335197587, Time elapsed: 0:02:00

[TRAIN] Epoch: 76, Accuracy: 0.9981298715481114, Error: 0.0018701284518885567, Loss: 0.0063443307906439275, Time elapsed: 0:07:41
[TEST] Epoch: 76, Accuracy: 0.9547480024585125, Error: 0.0452519975414874, Loss: 0.3008006311994282, Time elapsed: 0:02:00

[TRAIN] Epoch: 77, Accuracy: 0.998170823266036, Error: 0.0018291767339639897, Loss: 0.006548671768491772, Time elapsed: 0:07:41
[TEST] Epoch: 77, Accuracy: 0.9551321450522434, Error: 0.04486785494775661, Loss: 0.30053163765395574, Time elapsed: 0:02:00

[TRAIN] Epoch: 78, Accuracy: 0.9983755818556589, Error: 0.0016244181443411552, Loss: 0.005759351817242863, Time elapsed: 0:07:41
[TEST] Epoch: 78, Accuracy: 0.9550553165334973, Error: 0.044944683466502766, Loss: 0.3041023911419425, Time elapsed: 0:02:00

[TRAIN] Epoch: 79, Accuracy: 0.9982936784198098, Error: 0.001706321580190289, Loss: 0.005807437886533002, Time elapsed: 0:07:41
[TEST] Epoch: 79, Accuracy: 0.9547095881991395, Error: 0.04529041180086048, Loss: 0.30912971320735505, Time elapsed: 0:02:00

[TRAIN] Epoch: 80, Accuracy: 0.9983892324283004, Error: 0.0016107675716996329, Loss: 0.005647119033290384, Time elapsed: 0:07:41
[TEST] Epoch: 80, Accuracy: 0.9537108174554395, Error: 0.04628918254456054, Loss: 0.31056083732850726, Time elapsed: 0:02:00
Time Elapsed: 12:55:06, average time per epoch: 0:07:41
