
[TRAIN] Epoch: 1, Accuracy: 0.52118, Error: 0.47882, Loss: 1.4896980773162842, Time elapsed: 0:01:50
[TEST] Epoch: 1, Accuracy: 0.7144, Error: 0.2856, Loss: 0.8206330397605895, Time elapsed: 0:00:16

[TRAIN] Epoch: 2, Accuracy: 0.71496, Error: 0.28504, Loss: 0.8106651525497437, Time elapsed: 0:01:50
[TEST] Epoch: 2, Accuracy: 0.7781, Error: 0.2219, Loss: 0.6281928915977478, Time elapsed: 0:00:16

[TRAIN] Epoch: 3, Accuracy: 0.7699, Error: 0.2301, Loss: 0.6646298816680908, Time elapsed: 0:01:50
[TEST] Epoch: 3, Accuracy: 0.8, Error: 0.2, Loss: 0.5783532941818237, Time elapsed: 0:00:16

[TRAIN] Epoch: 4, Accuracy: 0.79812, Error: 0.20188, Loss: 0.5805593177223206, Time elapsed: 0:01:50
[TEST] Epoch: 4, Accuracy: 0.8306, Error: 0.1694, Loss: 0.48865268630981445, Time elapsed: 0:00:16

[TRAIN] Epoch: 5, Accuracy: 0.81444, Error: 0.18556, Loss: 0.5298745109558105, Time elapsed: 0:01:50
[TEST] Epoch: 5, Accuracy: 0.8563, Error: 0.1437, Loss: 0.4141665789604187, Time elapsed: 0:00:16

[TRAIN] Epoch: 6, Accuracy: 0.82906, Error: 0.17094, Loss: 0.4903977066421509, Time elapsed: 0:01:50
[TEST] Epoch: 6, Accuracy: 0.8527, Error: 0.1473, Loss: 0.42654037733078004, Time elapsed: 0:00:16

[TRAIN] Epoch: 7, Accuracy: 0.84222, Error: 0.15778, Loss: 0.4549717928123474, Time elapsed: 0:01:50
[TEST] Epoch: 7, Accuracy: 0.8473, Error: 0.1527, Loss: 0.4357517087936401, Time elapsed: 0:00:16

[TRAIN] Epoch: 8, Accuracy: 0.84964, Error: 0.15036, Loss: 0.429249065246582, Time elapsed: 0:01:50
[TEST] Epoch: 8, Accuracy: 0.875, Error: 0.125, Loss: 0.3566458318710327, Time elapsed: 0:00:16

[TRAIN] Epoch: 9, Accuracy: 0.85906, Error: 0.14094, Loss: 0.4011847109031677, Time elapsed: 0:01:50
[TEST] Epoch: 9, Accuracy: 0.8749, Error: 0.1251, Loss: 0.35448316564559934, Time elapsed: 0:00:16

[TRAIN] Epoch: 10, Accuracy: 0.86564, Error: 0.13436, Loss: 0.38654090919494627, Time elapsed: 0:01:50
[TEST] Epoch: 10, Accuracy: 0.8808, Error: 0.1192, Loss: 0.3549434735298157, Time elapsed: 0:00:16
Time Elapsed: 0:21:08, average time per epoch: 0:01:50
