
[TRAIN] Epoch: 1, Accuracy: 0.1720381670011057, Error: 0.8279618329988943, Loss: 2.388426495423092, Time elapsed: 0:02:33
[TEST] Epoch: 19, Accuracy: 0.7451982175783651, Error: 0.2548017824216349, Loss: 0.7721336981454509, Time elapsed: 0:00:38

[TRAIN] Epoch: 20, Accuracy: 0.754071283290334, Error: 0.24592871670966598, Loss: 0.7561592878596207, Time elapsed: 0:02:34
[TEST] Epoch: 20, Accuracy: 0.8602489244007375, Error: 0.13975107559926245, Loss: 0.45339096573392673, Time elapsed: 0:00:38

[TRAIN] Epoch: 21, Accuracy: 0.8120998675894454, Error: 0.18790013241055462, Loss: 0.5957612998183835, Time elapsed: 0:02:34
[TEST] Epoch: 21, Accuracy: 0.8429240934234788, Error: 0.1570759065765212, Loss: 0.5027829662157702, Time elapsed: 0:00:38

[TRAIN] Epoch: 22, Accuracy: 0.8370258132328651, Error: 0.16297418676713488, Loss: 0.5244921172793869, Time elapsed: 0:02:35
[TEST] Epoch: 22, Accuracy: 0.8870620774431469, Error: 0.1129379225568531, Loss: 0.36892453735418385, Time elapsed: 0:00:38

[TRAIN] Epoch: 23, Accuracy: 0.8495570389177826, Error: 0.15044296108221739, Loss: 0.48757036076649507, Time elapsed: 0:02:34
[TEST] Epoch: 23, Accuracy: 0.8880608481868469, Error: 0.11193915181315305, Loss: 0.36974458124422194, Time elapsed: 0:00:38

[TRAIN] Epoch: 24, Accuracy: 0.8591943432026974, Error: 0.14080565679730264, Loss: 0.4579230820593869, Time elapsed: 0:02:34
[TEST] Epoch: 24, Accuracy: 0.8947449293177627, Error: 0.10525507068223725, Loss: 0.36397407999343495, Time elapsed: 0:00:38

[TRAIN] Epoch: 25, Accuracy: 0.8675211925140259, Error: 0.13247880748597404, Loss: 0.436525213949406, Time elapsed: 0:02:34
[TEST] Epoch: 25, Accuracy: 0.914681929932391, Error: 0.0853180700676091, Loss: 0.29972665461573633, Time elapsed: 0:00:38

[TRAIN] Epoch: 26, Accuracy: 0.871807472323464, Error: 0.12819252767653602, Loss: 0.42031100584197345, Time elapsed: 0:02:34
[TEST] Epoch: 26, Accuracy: 0.8922864167178857, Error: 0.10771358328211432, Loss: 0.3716260200273646, Time elapsed: 0:00:38

[TRAIN] Epoch: 27, Accuracy: 0.8750426580395048, Error: 0.12495734196049524, Loss: 0.4132562771463758, Time elapsed: 0:02:34
[TEST] Epoch: 27, Accuracy: 0.9119545175169023, Error: 0.08804548248309772, Loss: 0.30397595077771383, Time elapsed: 0:00:38

[TRAIN] Epoch: 28, Accuracy: 0.8791378298319614, Error: 0.12086217016803855, Loss: 0.4014676329639042, Time elapsed: 0:02:34
[TEST] Epoch: 28, Accuracy: 0.9038875230485556, Error: 0.09611247695144437, Loss: 0.33032844939624595, Time elapsed: 0:00:39

[TRAIN] Epoch: 29, Accuracy: 0.883465061359324, Error: 0.11653493864067598, Loss: 0.38767081754988736, Time elapsed: 0:02:34
[TEST] Epoch: 29, Accuracy: 0.921020282728949, Error: 0.07897971727105102, Loss: 0.2745322155564126, Time elapsed: 0:00:38

[TRAIN] Epoch: 30, Accuracy: 0.885034877213099, Error: 0.11496512278690091, Loss: 0.38194393853588154, Time elapsed: 0:02:34
[TEST] Epoch: 30, Accuracy: 0.9088429625076828, Error: 0.09115703749231714, Loss: 0.311569241929362, Time elapsed: 0:00:38

[TRAIN] Epoch: 31, Accuracy: 0.8890754467149897, Error: 0.1109245532850103, Loss: 0.371176521775861, Time elapsed: 0:02:34
[TEST] Epoch: 31, Accuracy: 0.8980869698832207, Error: 0.10191303011677935, Loss: 0.35343543940625016, Time elapsed: 0:00:39

[TRAIN] Epoch: 32, Accuracy: 0.891723657807445, Error: 0.10827634219255498, Loss: 0.36321300828037206, Time elapsed: 0:02:34
[TEST] Epoch: 32, Accuracy: 0.9191379840196681, Error: 0.0808620159803319, Loss: 0.2954225953034118, Time elapsed: 0:00:38

[TRAIN] Epoch: 33, Accuracy: 0.895040746959335, Error: 0.10495925304066506, Loss: 0.3538216079528058, Time elapsed: 0:02:34
[TEST] Epoch: 33, Accuracy: 0.9185233558696988, Error: 0.08147664413030117, Loss: 0.2829795877444063, Time elapsed: 0:00:38

[TRAIN] Epoch: 34, Accuracy: 0.8982622821027342, Error: 0.1017377178972658, Loss: 0.3440127492041303, Time elapsed: 0:02:34
[TEST] Epoch: 34, Accuracy: 0.9119161032575291, Error: 0.0880838967424708, Loss: 0.30452952898933466, Time elapsed: 0:00:38

[TRAIN] Epoch: 35, Accuracy: 0.9000778082640567, Error: 0.09992219173594333, Loss: 0.3395497531765862, Time elapsed: 0:02:34
[TEST] Epoch: 35, Accuracy: 0.9280500921942225, Error: 0.07194990780577751, Loss: 0.25713976567408464, Time elapsed: 0:00:38

[TRAIN] Epoch: 36, Accuracy: 0.8755477292272411, Error: 0.12445227077275892, Loss: 0.40825087072639127, Time elapsed: 0:02:34
[TEST] Epoch: 36, Accuracy: 0.8955132145052244, Error: 0.10448678549477566, Loss: 0.3553816880195069, Time elapsed: 0:00:39

[TRAIN] Epoch: 37, Accuracy: 0.8672754822064785, Error: 0.13272451779352143, Loss: 0.4373060585472637, Time elapsed: 0:02:34
[TEST] Epoch: 37, Accuracy: 0.9013521819299324, Error: 0.0986478180700676, Loss: 0.33840680999776374, Time elapsed: 0:00:38

[TRAIN] Epoch: 38, Accuracy: 0.8750836097574293, Error: 0.12491639024257067, Loss: 0.415095124633267, Time elapsed: 0:02:34
[TEST] Epoch: 38, Accuracy: 0.9078826060233559, Error: 0.09211739397664413, Loss: 0.3199259412567089, Time elapsed: 0:00:38

[TRAIN] Epoch: 39, Accuracy: 0.8818406432149829, Error: 0.11815935678501713, Loss: 0.39566731050130294, Time elapsed: 0:02:34
[TEST] Epoch: 39, Accuracy: 0.9277043638598648, Error: 0.07229563614013522, Loss: 0.26249734668110364, Time elapsed: 0:00:38

[TRAIN] Epoch: 40, Accuracy: 0.8937575931310319, Error: 0.10624240686896816, Loss: 0.35739294460210436, Time elapsed: 0:02:34
[TEST] Epoch: 40, Accuracy: 0.9178318992009834, Error: 0.0821681007990166, Loss: 0.2971840330388697, Time elapsed: 0:00:38

[TRAIN] Epoch: 41, Accuracy: 0.8994089302046221, Error: 0.10059106979537792, Loss: 0.34433464470436675, Time elapsed: 0:02:34
[TEST] Epoch: 41, Accuracy: 0.9262446220036877, Error: 0.07375537799631224, Loss: 0.2633159750432564, Time elapsed: 0:00:38

[TRAIN] Epoch: 42, Accuracy: 0.9008149391866989, Error: 0.09918506081330111, Loss: 0.33868860014826774, Time elapsed: 0:02:34
[TEST] Epoch: 42, Accuracy: 0.9201751690227412, Error: 0.07982483097725876, Loss: 0.28519271920448297, Time elapsed: 0:00:38

[TRAIN] Epoch: 43, Accuracy: 0.9022618998867002, Error: 0.09773810011329975, Loss: 0.3363122868447101, Time elapsed: 0:02:34
[TEST] Epoch: 43, Accuracy: 0.9297787338660111, Error: 0.07022126613398894, Loss: 0.25528930188983806, Time elapsed: 0:00:38

[TRAIN] Epoch: 44, Accuracy: 0.9053469293036843, Error: 0.0946530706963157, Loss: 0.3241804093637108, Time elapsed: 0:02:34
[TEST] Epoch: 44, Accuracy: 0.9191763982790412, Error: 0.08082360172095882, Loss: 0.2866973998763478, Time elapsed: 0:00:38

[TRAIN] Epoch: 45, Accuracy: 0.9070805520291576, Error: 0.09291944797084238, Loss: 0.3226302876926743, Time elapsed: 0:02:34
[TEST] Epoch: 45, Accuracy: 0.919560540872772, Error: 0.08043945912722802, Loss: 0.29234007093425757, Time elapsed: 0:00:38

[TRAIN] Epoch: 46, Accuracy: 0.9095103539593486, Error: 0.0904896460406514, Loss: 0.3111520651561882, Time elapsed: 0:02:34
[TEST] Epoch: 46, Accuracy: 0.9255531653349723, Error: 0.07444683466502766, Loss: 0.2686295665493756, Time elapsed: 0:00:39

[TRAIN] Epoch: 47, Accuracy: 0.9104522434716137, Error: 0.08954775652838637, Loss: 0.30899429657809546, Time elapsed: 0:02:34
[TEST] Epoch: 47, Accuracy: 0.9269360786724032, Error: 0.0730639213275968, Loss: 0.2786247621999611, Time elapsed: 0:00:39

[TRAIN] Epoch: 48, Accuracy: 0.9099062205659527, Error: 0.09009377943404726, Loss: 0.3124171446934655, Time elapsed: 0:02:34
[TEST] Epoch: 48, Accuracy: 0.9238245236631838, Error: 0.07617547633681622, Loss: 0.2691989043737821, Time elapsed: 0:00:38

[TRAIN] Epoch: 49, Accuracy: 0.9115033375650109, Error: 0.08849666243498915, Loss: 0.3073996813826429, Time elapsed: 0:02:34
[TEST] Epoch: 49, Accuracy: 0.9224416103257529, Error: 0.07755838967424708, Loss: 0.2810472435539459, Time elapsed: 0:00:39

[TRAIN] Epoch: 50, Accuracy: 0.9142061509480323, Error: 0.08579384905196773, Loss: 0.3015045372323185, Time elapsed: 0:02:34
[TEST] Epoch: 50, Accuracy: 0.9256299938537185, Error: 0.0743700061462815, Loss: 0.2665801116419337, Time elapsed: 0:00:39

[TRAIN] Epoch: 51, Accuracy: 0.9319791965272943, Error: 0.06802080347270568, Loss: 0.23686505596491467, Time elapsed: 0:02:34
[TEST] Epoch: 51, Accuracy: 0.9436462814996927, Error: 0.056353718500307313, Loss: 0.20841685505314847, Time elapsed: 0:00:39

[TRAIN] Epoch: 52, Accuracy: 0.9377533887546583, Error: 0.06224661124534174, Loss: 0.21878677034981933, Time elapsed: 0:02:34
[TEST] Epoch: 52, Accuracy: 0.9484864781807006, Error: 0.05151352181929932, Loss: 0.19507690332257535, Time elapsed: 0:00:39

[TRAIN] Epoch: 53, Accuracy: 0.9394460597622071, Error: 0.06055394023779297, Loss: 0.21375960376985922, Time elapsed: 0:02:34
[TEST] Epoch: 53, Accuracy: 0.9474492931776275, Error: 0.052550706822372464, Loss: 0.19502362195853448, Time elapsed: 0:00:38

[TRAIN] Epoch: 54, Accuracy: 0.9407838158810762, Error: 0.059216184118923786, Loss: 0.2062554631007903, Time elapsed: 0:02:34
[TEST] Epoch: 54, Accuracy: 0.9462584511370621, Error: 0.05374154886293792, Loss: 0.19954410227406003, Time elapsed: 0:00:38

[TRAIN] Epoch: 55, Accuracy: 0.9414253927952277, Error: 0.05857460720477224, Loss: 0.20496671504314634, Time elapsed: 0:02:34
[TEST] Epoch: 55, Accuracy: 0.9491779348494161, Error: 0.0508220651505839, Loss: 0.19553726113824368, Time elapsed: 0:00:38

[TRAIN] Epoch: 56, Accuracy: 0.9426812454782478, Error: 0.05731875452175219, Loss: 0.20185538717299228, Time elapsed: 0:02:34
[TEST] Epoch: 56, Accuracy: 0.9489858635525507, Error: 0.051014136447449294, Loss: 0.19262986097624496, Time elapsed: 0:00:38

[TRAIN] Epoch: 57, Accuracy: 0.9432955212471164, Error: 0.05670447875288368, Loss: 0.1981038766431506, Time elapsed: 0:02:34
[TEST] Epoch: 57, Accuracy: 0.9478718500307314, Error: 0.052128149969268595, Loss: 0.19296598994501105, Time elapsed: 0:00:38

[TRAIN] Epoch: 58, Accuracy: 0.944619626793344, Error: 0.05538037320665602, Loss: 0.19426238383586086, Time elapsed: 0:02:34
[TEST] Epoch: 58, Accuracy: 0.9501767055931162, Error: 0.049823294406883836, Loss: 0.18721099993295295, Time elapsed: 0:00:38

[TRAIN] Epoch: 59, Accuracy: 0.945534215160326, Error: 0.05446578483967402, Loss: 0.19247417321662907, Time elapsed: 0:02:34
[TEST] Epoch: 59, Accuracy: 0.9505224339274739, Error: 0.049477566072526125, Loss: 0.18735472509464604, Time elapsed: 0:00:38

[TRAIN] Epoch: 60, Accuracy: 0.9454250105791938, Error: 0.0545749894208062, Loss: 0.18921982978751978, Time elapsed: 0:02:34
[TEST] Epoch: 60, Accuracy: 0.9509834050399508, Error: 0.04901659496004917, Loss: 0.18700859751082963, Time elapsed: 0:00:38

[TRAIN] Epoch: 61, Accuracy: 0.9458072266131564, Error: 0.05419277338684358, Loss: 0.18818851682110005, Time elapsed: 0:02:34
[TEST] Epoch: 61, Accuracy: 0.9505992624462201, Error: 0.049400737553779966, Loss: 0.1869708929730656, Time elapsed: 0:00:38

[TRAIN] Epoch: 62, Accuracy: 0.9463942012367419, Error: 0.05360579876325812, Loss: 0.1858531900930719, Time elapsed: 0:02:34
[TEST] Epoch: 62, Accuracy: 0.9514827904118008, Error: 0.04851720958819914, Loss: 0.184023520849146, Time elapsed: 0:00:38

[TRAIN] Epoch: 63, Accuracy: 0.9478684630820263, Error: 0.05213153691797371, Loss: 0.18239028737336868, Time elapsed: 0:02:34
[TEST] Epoch: 63, Accuracy: 0.9518669330055316, Error: 0.04813306699446835, Loss: 0.18427605652688248, Time elapsed: 0:00:38

[TRAIN] Epoch: 64, Accuracy: 0.9482233779707059, Error: 0.05177662202929413, Loss: 0.17990384814684332, Time elapsed: 0:02:34
[TEST] Epoch: 64, Accuracy: 0.9511370620774432, Error: 0.04886293792255685, Loss: 0.18288072243048945, Time elapsed: 0:00:38

[TRAIN] Epoch: 65, Accuracy: 0.9485236905688194, Error: 0.05147630943118064, Loss: 0.17889003500917813, Time elapsed: 0:02:34
[TEST] Epoch: 65, Accuracy: 0.9528272894898586, Error: 0.047172710510141366, Loss: 0.18162416163019118, Time elapsed: 0:00:38

[TRAIN] Epoch: 66, Accuracy: 0.948591943432027, Error: 0.05140805656797302, Loss: 0.17818457997919085, Time elapsed: 0:02:34
[TEST] Epoch: 66, Accuracy: 0.9510986478180701, Error: 0.04890135218192993, Loss: 0.18406132829376137, Time elapsed: 0:00:38

[TRAIN] Epoch: 67, Accuracy: 0.9487420997310837, Error: 0.05125790026891628, Loss: 0.17894255773903203, Time elapsed: 0:02:34
[TEST] Epoch: 67, Accuracy: 0.951060233558697, Error: 0.04893976644130301, Loss: 0.1838646869518014, Time elapsed: 0:00:38

[TRAIN] Epoch: 68, Accuracy: 0.9489468583207066, Error: 0.051053141679293444, Loss: 0.1751950673268462, Time elapsed: 0:02:34
[TEST] Epoch: 68, Accuracy: 0.9516748617086662, Error: 0.048325138291333745, Loss: 0.18370535995378476, Time elapsed: 0:00:38

[TRAIN] Epoch: 69, Accuracy: 0.9499843018414622, Error: 0.05001569815853775, Loss: 0.17429133003184324, Time elapsed: 0:02:34
[TEST] Epoch: 69, Accuracy: 0.9520974185617701, Error: 0.04790258143822987, Loss: 0.18273141414165203, Time elapsed: 0:00:38

[TRAIN] Epoch: 70, Accuracy: 0.9493427249273108, Error: 0.0506572750726893, Loss: 0.1760894038114805, Time elapsed: 0:02:34
[TEST] Epoch: 70, Accuracy: 0.9524431468961279, Error: 0.04755685310387216, Loss: 0.18132494033280516, Time elapsed: 0:00:38

[TRAIN] Epoch: 71, Accuracy: 0.9489468583207066, Error: 0.051053141679293444, Loss: 0.17296340021926063, Time elapsed: 0:02:34
[TEST] Epoch: 71, Accuracy: 0.9524815611555009, Error: 0.04751843884449908, Loss: 0.1801534606385392, Time elapsed: 0:00:38

[TRAIN] Epoch: 72, Accuracy: 0.950762384482029, Error: 0.04923761551797098, Loss: 0.17121847895625306, Time elapsed: 0:02:34
[TEST] Epoch: 72, Accuracy: 0.952020590043024, Error: 0.04797940995697603, Loss: 0.17951752939195667, Time elapsed: 0:00:38

[TRAIN] Epoch: 73, Accuracy: 0.9505439753197646, Error: 0.049456024680235335, Loss: 0.17078118506973958, Time elapsed: 0:02:34
[TEST] Epoch: 73, Accuracy: 0.9534419176398279, Error: 0.046558082360172094, Loss: 0.17798613465191326, Time elapsed: 0:00:38

[TRAIN] Epoch: 74, Accuracy: 0.9523595014810872, Error: 0.04764049851891287, Loss: 0.16595141598194935, Time elapsed: 0:02:34
[TEST] Epoch: 74, Accuracy: 0.9535571604179471, Error: 0.04644283958205286, Loss: 0.17832830535464295, Time elapsed: 0:00:38

[TRAIN] Epoch: 75, Accuracy: 0.9514449131141052, Error: 0.04855508688589486, Loss: 0.16677865844290557, Time elapsed: 0:02:35
[TEST] Epoch: 75, Accuracy: 0.9528657037492317, Error: 0.04713429625076829, Loss: 0.176566787343415, Time elapsed: 0:00:38

[TRAIN] Epoch: 76, Accuracy: 0.9527280669424082, Error: 0.04727193305759177, Loss: 0.16450991663380404, Time elapsed: 0:02:34
[TEST] Epoch: 76, Accuracy: 0.9532114320835894, Error: 0.04678856791641057, Loss: 0.17833316578920735, Time elapsed: 0:00:38

[TRAIN] Epoch: 77, Accuracy: 0.9519772854471245, Error: 0.048022714552875496, Loss: 0.16513754505521877, Time elapsed: 0:02:34
[TEST] Epoch: 77, Accuracy: 0.953518746158574, Error: 0.046481253841425936, Loss: 0.17702821016165107, Time elapsed: 0:00:38

[TRAIN] Epoch: 78, Accuracy: 0.9525233083527854, Error: 0.0474766916472146, Loss: 0.1637730533035792, Time elapsed: 0:02:34
[TEST] Epoch: 78, Accuracy: 0.9519053472649047, Error: 0.048094652735095264, Loss: 0.18097291157776108, Time elapsed: 0:00:38

[TRAIN] Epoch: 79, Accuracy: 0.9540112207707113, Error: 0.04598877922928867, Loss: 0.1606829101040646, Time elapsed: 0:02:34
[TEST] Epoch: 79, Accuracy: 0.9525583896742471, Error: 0.04744161032575292, Loss: 0.18074800755505777, Time elapsed: 0:00:38

[TRAIN] Epoch: 80, Accuracy: 0.9542159793603342, Error: 0.045784020639665836, Loss: 0.15664964348648033, Time elapsed: 0:02:34
[TEST] Epoch: 80, Accuracy: 0.9534419176398279, Error: 0.046558082360172094, Loss: 0.1782069982893275, Time elapsed: 0:00:38
Time Elapsed: 4:17:21, average time per epoch: 0:02:34
